feature,frequency,rank,docfreq,group
2nd_3rd,45,2968,45,all
3rd_see,45,2969,45,all
see_funniest,45,2970,45,all
funniest_nyc,45,2971,45,all
nyc_comic,45,2972,45,all
comic_me.so,45,2973,45,all
me.so_funni,45,2974,45,all
funni_pee,45,2975,45,all
thing_get,45,2976,45,all
4th_quarter,45,2977,45,all
see_perform,45,2978,45,all
head_barstow,45,2979,45,all
barstow_locat,45,2980,45,all
locat_scout,45,2981,45,all
scout_barstow,45,2982,45,all
barstow_rather,45,2983,45,all
rather_disneyland,45,2984,45,all
heath_cliff,45,2985,45,all
cliff_bar,45,2986,45,all
bar_crunch,45,2987,45,all
just_make,45,2988,45,all
rt_wish,45,2989,45,all
world_wait,45,2990,45,all
wait_first,45,2991,45,all
first_tweet,45,2992,45,all
tweet_car,45,2993,45,all
stop_freeway,45,2994,45,all
freeway_wait,45,2995,45,all
name_famili,45,2996,45,all
famili_bradi,45,2997,45,all
bunch_just,45,2998,45,all
love_see,45,2999,45,all
sign_love,45,3000,45,all
love_recip,45,3001,45,all
ijm_piss,45,3002,45,all
piss_boy,45,3003,45,all
boy_told,45,3004,45,all
told_im,45,3005,45,all
im_ugli,45,3006,45,all
ugli_im,45,3007,45,all
im_piss,45,3008,45,all
haha_mayb,45,3009,45,all
time_mate,45,3010,45,all
work_abercrombi,45,3011,45,all
funni_whenev,45,3012,45,all
whenev_someon,45,3013,45,all
someon_friend,45,3014,45,all
friend_facepl,45,3015,45,all
facepl_get,45,3016,45,all
hurt_friend,45,3017,45,all
friend_alway,45,3018,45,all
alway_laugh,45,3019,45,all
laugh_odd,45,3020,45,all
odd_haha,45,3021,45,all
man_live,45,3022,45,all
day_left,45,3023,45,all
big_deal,45,3024,45,all
atlanta_now,45,3025,45,all
now_way,45,3026,45,all
way_d.c,45,3027,45,all
come_way,45,3028,45,all
way_celebr,45,3029,45,all
celebr_#mkeday,45,3030,45,all
#mkeday_thank,45,3031,45,all
thank_fro,45,3032,45,all
fro_communiti,45,3033,45,all
area_need,45,3034,45,all
can_meet,45,3035,45,all
drag_bingo,45,3036,45,all
bingo_tonight,45,3037,45,all
tonight_twist,45,3038,45,all
social_club,45,3039,45,all
club_30pm,45,3040,45,all
30pm_proceed,45,3041,45,all
proceed_benefit,45,3042,45,all
benefit_aid,45,3043,45,all
aid_taskforc,45,3044,45,all
taskforc_greater,45,3045,45,all
greater_cleveland,45,3046,45,all
cleveland_come,45,3047,45,all
come_meet,45,3048,45,all
meet_staff,45,3049,45,all
staff_drink,45,3050,45,all
hey_come,45,3051,45,all
come_tweetcast,45,3052,45,all
show_tweet,45,3053,45,all
start_app,45,3054,45,all
app_tweetmark,45,3055,45,all
tweetmark_work,45,3056,45,all
also_mani,45,3057,45,all
mani_forc,45,3058,45,all
forc_close,45,3059,45,all
oh_dali,45,3060,45,all
dali_erron,45,3061,45,all
erron_said,45,3062,45,all
said_ask,45,3063,45,all
ask_simpli,45,3064,45,all
simpli_ask,45,3065,45,all
look_peep,45,3066,45,all
o_madd,45,3067,45,all
madd_hatta,45,3068,45,all
hatta_jam,45,3069,45,all
damn_sloppi,45,3070,45,all
sloppi_finish,45,3071,45,all
finish_game,45,3072,45,all
game_comin,45,3073,45,all
comin_wors,45,3074,45,all
wors_at.finish,45,3075,45,all
wal_mart,45,3076,45,all
juliet_simm,45,3077,45,all
simm_total,45,3078,45,all
total_won,45,3079,45,all
love_support,45,3080,45,all
woah_wait,45,3081,45,all
call_walk,45,3082,45,all
walk_lebron,45,3083,45,all
noth_today,45,3084,45,all
street_journal,45,3085,45,all
next_achiev,45,3086,45,all
achiev_unlock,45,3087,45,all
true_weed,45,3088,45,all
weed_smoker,45,3089,45,all
smoker_just,45,3090,45,all
buy_energi,45,3091,45,all
energi_save,45,3092,45,all
effici_applianc,45,3093,45,all
applianc_quit,45,3094,45,all
quit_bit,45,3095,45,all
expens_long,45,3096,45,all
run_save,45,3097,45,all
head_las,45,3098,45,all
vega_right,45,3099,45,all
look_poker,45,3100,45,all
poker_tournament,45,3101,45,all
tournament_later,45,3102,45,all
week_cash,45,3103,45,all
cash_game,45,3104,45,all
game_bellagio,45,3105,45,all
bellagio_wish,45,3106,45,all
well_know,45,3107,45,all
w_rome,45,3108,45,all
websit_make,45,3109,45,all
make_huge,45,3110,45,all
huge_stride,45,3111,45,all
stride_done,45,3112,45,all
done_time,45,3113,45,all
time_next,45,3114,45,all
like_game,45,3115,45,all
recip_delici,45,3116,45,all
hockey_game,45,3117,45,all
get_feedback,45,3118,45,all
want_pay,45,3119,45,all
legaci_rich,45,3120,45,all
rich_honesti,45,3121,45,all
honesti_william,45,3122,45,all
william_shakespear,45,3123,45,all
cough_cough,45,3124,45,all
thank_appreci,45,3125,45,all
news_feed,45,3126,45,all
real_start,45,3127,45,all
start_point,45,3128,45,all
point_today,45,3129,45,all
today_event,45,3130,45,all
event_coffe,45,3131,45,all
coffe_await,45,3132,45,all
await_colleagu,45,3133,45,all
colleagu_arriv,45,3134,45,all
life_stori,45,3135,45,all
end_first,45,3136,45,all
best_teacher,45,3137,45,all
way_go,45,3138,45,all
think_thing,45,3139,45,all
get_ball,45,3140,45,all
get_start,45,3141,45,all
dream_becom,45,3142,45,all
might_need,45,3143,45,all
say_just,45,3144,45,all
month_now,45,3145,45,all
everyon_left,45,3146,45,all
say_anyth,45,3147,45,all
like_paper,45,3148,45,all
third_world,45,3149,45,all
firm_belief,45,3150,45,all
govern_offici,45,3151,45,all
men_women,45,3152,45,all
els_think,45,3153,45,all
work_actual,45,3154,45,all
seri_chang,45,3155,45,all
due_lack,45,3156,45,all
brought_us,45,3157,45,all
earlier_month,45,3158,45,all
think_want,45,3159,45,all
laid_back,45,3160,45,all
last_saturday,45,3161,45,all
littl_itali,45,3162,45,all
counti_commission,45,3163,45,all
offic_interview,45,3164,45,all
task_forc,45,3165,45,all
enter_spring,45,3166,45,all
spring_camp,45,3167,45,all
camp_intrigu,45,3168,45,all
intrigu_posit,45,3169,45,all
posit_battl,45,3170,45,all
battl_pit,45,3171,45,all
pit_redshirt,45,3172,45,all
redshirt_junior,45,3173,45,all
junior_kevin,45,3174,45,all
kevin_graf,45,3175,45,all
graf_sophomor,45,3176,45,all
sophomor_aundrey,45,3177,45,all
aundrey_walker,45,3178,45,all
walker_left,45,3179,45,all
schedul_p.m,45,3180,45,all
us_said,45,3181,45,all
given_us,45,3182,45,all
obstruct_justic,45,3183,45,all
p.m_wednesday,45,3184,45,all
omg_way,44,3185,44,all
way_wors,44,3186,44,all
wors_snake,44,3187,44,all
hope_kick,44,3188,44,all
kick_2day,44,3189,44,all
2day_happi,44,3190,44,all
happi_homecom,44,3191,44,all
homecom_#gophoenix,44,3192,44,all
use_new,44,3193,44,all
everyth_look,44,3194,44,all
know_girl,44,3195,44,all
girl_thought,44,3196,44,all
thought_thing,44,3197,44,all
thing_come,44,3198,44,all
hang_monica,44,3199,44,all
monica_get,44,3200,44,all
damn_good,44,3201,44,all
derrick_got,44,3202,44,all
got_exit,44,3203,44,all
exit_innov,44,3204,44,all
innov_netopen,44,3205,44,all
netopen_chicago,44,3206,44,all
chicago_area,44,3207,44,all
area_mind,44,3208,44,all
mind_help,44,3209,44,all
help_good,44,3210,44,all
good_referr,44,3211,44,all
referr_bonus,44,3212,44,all
bonus_guarante,44,3213,44,all
b_day,44,3214,44,all
like_fire,44,3215,44,all
fire_river,44,3216,44,all
river_park,44,3217,44,all
usual_includ,44,3218,44,all
gud_morn,44,3219,44,all
morn_doll,44,3220,44,all
kid_alway,44,3221,44,all
drama_ever,44,3222,44,all
ever_end,44,3223,44,all
got_best,44,3224,44,all
oh_haha,44,3225,44,all
haha_go,44,3226,44,all
go_tweet,44,3227,44,all
tweet_someth,44,3228,44,all
someth_last,44,3229,44,all
night_youtub,44,3230,44,all
youtub_rent,44,3231,44,all
rent_video,44,3232,44,all
video_fell,44,3233,44,all
asleep_must,44,3234,44,all
must_left,44,3235,44,all
day_man,44,3236,44,all
phillip_jessica,44,3237,44,all
jessica_uhh,44,3238,44,all
uhh_think,44,3239,44,all
gonna_win,44,3240,44,all
wait_bring,44,3241,44,all
bring_daughter,44,3242,44,all
daughter_today,44,3243,44,all
time_zoo,44,3244,44,all
zoo_memor,44,3245,44,all
see_cours,44,3246,44,all
peanut_butter,44,3247,44,all
awesom_congrat,44,3248,44,all
now_dammit,44,3249,44,all
stucco_contractor,44,3250,22,all
overwhelm_bless,44,3251,44,all
bless_daughter,44,3252,44,all
daughter_just,44,3253,44,all
just_hit,44,3254,44,all
hit_bless,44,3255,44,all
bless_wife,44,3256,44,all
wife_love,44,3257,44,all
babe_wait,44,3258,44,all
till_octob,44,3259,44,all
japanes_proverb,44,3260,44,all
proverb_go,44,3261,44,all
go_wear,44,3262,44,all
wear_thousand,44,3263,44,all
thousand_sandal,44,3264,44,all
time_lol,44,3265,44,all
mint_julep,44,3266,44,all
julep_recip,44,3267,44,all
u_quit,44,3268,44,all
quit_somebodi,44,3269,44,all
somebodi_els,44,3270,44,all
live_ur,44,3271,44,all
ur_dream,44,3272,44,all
ear_still,44,3273,44,all
still_ring,44,3274,44,all
ring_oclock,44,3275,44,all
oclock_god,44,3276,44,all
god_dammit,44,3277,44,all
dammit_love,44,3278,44,all
love_metal,44,3279,44,all
know_two,44,3280,44,all
two_type,44,3281,44,all
type_baguett,44,3282,44,all
baguett_ficell,44,3283,44,all
ficell_baguett,44,3284,44,all
baguett_rustiqu,44,3285,44,all
yes_two,44,3286,44,all
two_ship,44,3287,44,all
ship_exact,44,3288,44,all
y_liar,44,3289,44,all
liar_dislik,44,3290,44,all
dislik_lie,44,3291,44,all
small_hand,44,3292,44,all
even_extend,44,3293,44,all
extend_pascal,44,3294,44,all
pascal_recal,44,3295,44,all
recal_downward,44,3296,44,all
downward_function,44,3297,44,all
function_name,44,3298,44,all
name_refer,44,3299,44,all
also_hous,44,3300,44,all
hous_warm,44,3301,44,all
win_titl,44,3302,44,all
cuttin_everyon,44,3303,44,all
everyon_english,44,3304,44,all
english_class,44,3305,44,all
class_tho,44,3306,44,all
one_get,44,3307,44,all
sign_today,44,3308,44,all
today_still,44,3309,44,all
email_big,44,3310,44,all
big_news,44,3311,44,all
parti_w,44,3312,44,all
respect_even,44,3313,44,all
one_hand,44,3314,44,all
plenti_mktg,44,3315,44,all
mktg_peep,44,3316,44,all
peep_come,44,3317,44,all
come_hear,44,3318,44,all
hear_#smbmad,44,3319,44,all
#smbmad_#ford,44,3320,44,all
#ford_speak,44,3321,44,all
road_trip,44,3322,44,all
ipad_ac,44,3323,44,all
ac_adapt,44,3324,44,all
adapt_need,44,3325,44,all
need_home,44,3326,44,all
home_milwauke,44,3327,44,all
milwauke_area,44,3328,44,all
one_pleas,44,3329,44,all
contact_free,44,3330,44,all
free_new,44,3331,44,all
jus_look,44,3332,44,all
look_u,44,3333,44,all
u_prepar,44,3334,44,all
prepar_#rootintootin,44,3335,44,all
#rootintootin_weekend,44,3336,44,all
weekend_cuz,44,3337,44,all
hi_erika,44,3338,44,all
erika_follow,44,3339,44,all
follow_keep,44,3340,44,all
post_event,44,3341,44,all
event_mia,44,3342,44,all
mia_thnks,44,3343,44,all
hey_heard,44,3344,44,all
hello_doll,44,3345,44,all
doll_today,44,3346,44,all
today_wonder,44,3347,44,all
make_today,44,3348,44,all
today_masterpiec,44,3349,44,all
masterpiec_greater,44,3350,44,all
tonight_go,44,3351,44,all
yep_phoneless,44,3352,44,all
phoneless_almost,44,3353,44,all
almost_week,44,3354,44,all
now_phone,44,3355,44,all
phone_prob,44,3356,44,all
prob_somewher,44,3357,44,all
somewher_ocean,44,3358,44,all
ocean_floor,44,3359,44,all
congrat_10,000th,44,3360,44,all
10,000th_follow,44,3361,44,all
follow_go,44,3362,44,all
go_100k,44,3363,44,all
100k_follow,44,3364,44,all
follow_within,44,3365,44,all
month_#whenwillitend,44,3366,44,all
#whenwillitend_sick,44,3367,44,all
sick_human,44,3368,44,all
just_left,44,3369,44,all
wait_give,44,3370,44,all
away_ipad,44,3371,44,all
ipad_fan,44,3372,44,all
fan_ipad,44,3373,44,all
ipad_app,44,3374,44,all
app_want,44,3375,44,all
just_ad,44,3376,44,all
#funniestthingiheardtoday_seem,44,3377,44,all
seem_structur,44,3378,44,all
structur_caus,44,3379,44,all
caus_complet,44,3380,44,all
complet_mess,44,3381,44,all
today_okay,44,3382,44,all
well_start,44,3383,44,all
start_say,44,3384,44,all
say_perfect,44,3385,44,all
perfect_describ,44,3386,44,all
describ_utah,44,3387,44,all
utah_game,44,3388,44,all
just_wish,44,3389,44,all
food_channel,44,3390,44,all
great_recip,44,3391,44,all
delici_easi,44,3392,44,all
easi_meal,44,3393,44,all
meal_tune,44,3394,44,all
tune_fine,44,3395,44,all
fine_chef,44,3396,44,all
chef_alton,44,3397,44,all
alton_brown,44,3398,44,all
way_bring,44,3399,44,all
train_wreck,44,3400,44,all
go_yet,44,3401,44,all
love_sing,44,3402,44,all
sing_amaz,44,3403,44,all
tonight_ten,44,3404,44,all
ten_yay,44,3405,44,all
yay_rt,44,3406,44,all
give_care,44,3407,44,all
still_bit,44,3408,44,all
tri_say,44,3409,44,all
final_watch,44,3410,44,all
watch_#westminsterdogshow,44,3411,44,all
#westminsterdogshow_dvr'd,44,3412,44,all
dvr'd_wear,44,3413,44,all
wear_ugli,44,3414,44,all
ugli_poor,44,3415,44,all
poor_tailor,44,3416,44,all
tailor_suit,44,3417,44,all
suit_kankl,44,3418,44,all
kankl_sp,44,3419,44,all
sp_show,44,3420,44,all
show_dog,44,3421,44,all
littl_just,44,3422,44,all
call_time,44,3423,44,all
detail_page,44,3424,22,all
object_end,44,3425,44,all
week_#viggl,44,3426,44,all
#viggl_way,44,3427,44,all
way_free,44,3428,44,all
free_movi,44,3429,44,all
movi_ticket,44,3430,44,all
week_tweet,44,3431,44,all
launch_pad,44,3432,44,all
hold_onto,44,3433,44,all
introduc_cfl,44,3434,44,all
cfl_shatter,44,3435,44,all
shatter_proof,44,3436,44,all
proof_outer,44,3437,44,all
outer_shell,44,3438,44,all
shell_consum,44,3439,44,all
consum_concern,44,3440,44,all
concern_mercuri,44,3441,44,all
mercuri_booth,44,3442,44,all
dunno_thin,44,3443,44,all
thin_air,44,3444,44,all
air_watch,44,3445,44,all
watch_search,44,3446,44,all
search_icon,44,3447,44,all
icon_spin,44,3448,44,all
spin_might,44,3449,44,all
might_lose,44,3450,44,all
lose_foot,44,3451,44,all
foot_reach,44,3452,44,all
reach_final,44,3453,44,all
final_camp,44,3454,44,all
tabl_middl,44,3455,44,all
eastern_tapa,44,3456,44,all
tapa_brunch,44,3457,44,all
brunch_go,44,3458,44,all
figur_#werememb,44,3459,44,all
ur_gf,44,3460,44,all
gf_break,44,3461,44,all
break_someth,44,3462,44,all
even_born,44,3463,44,all
hear_new,44,3464,44,all
go_miss,44,3465,44,all
import_thing,44,3466,44,all
alreadi_go,44,3467,44,all
just_came,44,3468,44,all
right_middl,44,3469,44,all
articl_today,44,3470,44,all
one_tri,44,3471,44,all
two_stori,44,3472,44,all
muslim_troubl,44,3473,22,all
teacher_know,44,3474,44,all
feel_free,44,3475,44,all
make_clear,44,3476,44,all
old_cowboy,44,3477,11,all
deserv_honor,44,3478,44,all
basic_incom,44,3479,11,all
say_hell,44,3480,44,all
mom_love,44,3481,22,all
find_piec,44,3482,22,all
piec_al,44,3483,22,all
al_bike,44,3484,22,all
bike_time,44,3485,22,all
still_hold,44,3486,44,all
move_along,44,3487,44,all
law_enforc,44,3488,44,all
u._attorney,44,3489,44,all
golden_brown,44,3490,44,all
chief_financi,44,3491,44,all
financi_offic,44,3492,44,all
obama_administr,44,3493,44,all
incom_revenu,44,3494,44,all
public_librari,44,3495,44,all
plant_sale,44,3496,22,all
tualatin_hill,44,3497,22,all
hill_natur,44,3498,22,all
natur_park,44,3499,22,all
power_plant,44,3500,44,all
close_bag,44,3501,22,all
keep_turkey,44,3502,22,all
last_game,44,3503,44,all
pro_bowl,44,3504,44,all
nose_punch,44,3505,22,all
play_annual,44,3506,22,all
annual_home,44,3507,22,all
home_game,44,3508,22,all
struggl_sell,44,3509,22,all
sell_ticket,44,3510,22,all
percent_percent,44,3511,38,all
unbeaten_season,44,3512,22,all
birdi_putt,44,3513,22,all
red_bull,44,3514,44,all
can_hold,43,3515,43,all
got_free,43,3516,43,all
old_enough,43,3517,43,all
soon_new,43,3518,43,all
coupl_cow,43,3519,43,all
cow_like,43,3520,43,all
like_hous,43,3521,43,all
hous_cow,43,3522,43,all
cow_now,43,3523,43,all
now_probabl,43,3524,43,all
probabl_walk,43,3525,43,all
around_four,43,3526,43,all
four_say,43,3527,43,all
say_mo,43,3528,43,all
green_one,43,3529,43,all
one_brigg,43,3530,43,all
brigg_riley,43,3531,43,all
riley_think,43,3532,43,all
soon_joey,43,3533,43,all
mase_coolest,43,3534,43,all
coolest_flow,43,3535,43,all
flow_love,43,3536,43,all
love_old,43,3537,43,all
old_mase,43,3538,43,all
rt_anyon,43,3539,43,all
theyr_take,43,3540,43,all
realli_import,43,3541,43,all
import_nap,43,3542,43,all
nap_secur,43,3543,43,all
secur_booth,43,3544,43,all
younger_use,43,3545,43,all
use_pretend,43,3546,43,all
pretend_couldnt,43,3547,43,all
couldnt_read,43,3548,43,all
read_thing,43,3549,43,all
get_class,43,3550,43,all
class_thought,43,3551,43,all
thought_cool,43,3552,43,all
cool_can,43,3553,43,all
read_stuff,43,3554,43,all
stuff_half,43,3555,43,all
half_mile,43,3556,43,all
away_dude,43,3557,43,all
dude_xp,43,3558,43,all
birthday_d,43,3559,43,all
wait_tabl,43,3560,43,all
tabl_casion,43,3561,43,all
casion_busi,43,3562,43,all
busi_today,43,3563,43,all
fool_know,43,3564,43,all
call_austin,43,3565,43,all
austin_mahon,43,3566,43,all
mahon_fool,43,3567,43,all
yay_thank,43,3568,43,all
haha_think,43,3569,43,all
think_alreadi,43,3570,43,all
alreadi_xd,43,3571,43,all
back_im,43,3572,43,all
well_done,43,3573,43,all
rt_took,43,3574,43,all
took_box,43,3575,43,all
box_book,43,3576,43,all
book_trade,43,3577,43,all
trade_guy,43,3578,43,all
guy_spent,43,3579,43,all
time_sort,43,3580,43,all
sort_look,43,3581,43,all
said_tv,43,3582,43,all
got_major,43,3583,43,all
major_dermabras,43,3584,43,all
dermabras_sinc,43,3585,43,all
move_san,43,3586,43,all
feel_old,43,3587,43,all
board_educ,43,3588,43,all
great_program,43,3589,43,all
yes_import,43,3590,43,all
import_part,43,3591,43,all
part_star,43,3592,43,all
weekend_way,43,3593,43,all
way_peopl,43,3594,43,all
peopl_rememb,43,3595,43,all
rememb_name,43,3596,43,all
better_win,43,3597,43,all
love_aam,43,3598,43,all
aam_plugin,43,3599,43,all
plugin_thank,43,3600,43,all
thank_can,43,3601,43,all
add_addon,43,3602,43,all
addon_hide,43,3603,43,all
hide_user,43,3604,43,all
least_one,43,3605,43,all
fool_joke,43,3606,43,all
joke_fundrais,43,3607,43,all
fundrais_presenc,43,3608,43,all
presenc_appreci,43,3609,43,all
appreci_5pm,43,3610,43,all
5pm_till,43,3611,43,all
till_close,43,3612,43,all
turn_around,43,3613,43,all
right_nice,43,3614,43,all
time_adio,43,3615,43,all
welcom_twitter,43,3616,43,all
bar_offer,43,3617,43,all
way_want,43,3618,43,all
great_weekend,43,3619,43,all
head_vol,43,3620,43,all
vol_gonna,43,3621,43,all
gonna_back,43,3622,43,all
wanna_shut,43,3623,43,all
shut_club,43,3624,43,all
club_hey,43,3625,43,all
heard_like,43,3626,43,all
like_wild,43,3627,43,all
wild_one,43,3628,43,all
chris_rock,43,3629,43,all
rock_columbus,43,3630,43,all
columbus_oh,43,3631,43,all
oh_leav,43,3632,43,all
leav_ttun,43,3633,43,all
ttun_room,43,3634,43,all
room_playmak,43,3635,43,all
playmak_hahahaha,43,3636,43,all
thank_help,43,3637,43,all
realli_appreci,43,3638,43,all
yesterday_dump,43,3639,43,all
forget_true,43,3640,43,all
true_mean,43,3641,43,all
mean_holiday,43,3642,43,all
holiday_give,43,3643,43,all
give_thank,43,3644,43,all
thank_lord,43,3645,43,all
lord_savior,43,3646,43,all
savior_today,43,3647,43,all
today_happi,43,3648,43,all
thanksgiv_world,43,3649,43,all
realli_sick,43,3650,43,all
parti_go,43,3651,43,all
go_apart,43,3652,43,all
apart_blame,43,3653,43,all
blame_want,43,3654,43,all
want_good,43,3655,43,all
time_lame,43,3656,43,all
lame_one,43,3657,43,all
one_lol,43,3658,43,all
person_know,43,3659,43,all
work_school,43,3660,43,all
minnesota_wild,43,3661,43,all
wild_sign,43,3662,43,all
sign_defenseman,43,3663,43,all
defenseman_clayton,43,3664,43,all
clayton_stoner,43,3665,43,all
stoner_two,43,3666,43,all
extens_ap,43,3667,43,all
regist_for.pr,43,3668,43,all
for.pr_valentin,43,3669,43,all
valentin_speed,43,3670,43,all
speed_date,43,3671,43,all
date_event,43,3672,43,all
event_pay,43,3673,43,all
pay_www.tri,43,3674,43,all
www.tri_statespeeddating.com,43,3675,43,all
agent_noth,43,3676,43,all
noth_brain,43,3677,43,all
brain_surgeri,43,3678,43,all
surgeri_yet,43,3679,43,all
yet_least,43,3680,43,all
texa_iss,43,3681,43,all
iss_hot,43,3682,43,all
hot_fun,43,3683,43,all
fun_def,43,3684,43,all
def_miss,43,3685,43,all
miss_friend,43,3686,43,all
aaron_gordon,43,3687,43,all
gordon_threw,43,3688,43,all
threw_clueless,43,3689,43,all
clueless_defend,43,3690,43,all
defend_back,43,3691,43,all
back_twice,43,3692,43,all
twice_first,43,3693,43,all
half_one,43,3694,43,all
one_got,43,3695,43,all
got_dunk,43,3696,43,all
hous_senat,43,3697,43,all
field_goal,43,3698,41,all
time_leav,43,3699,43,all
get_watch,43,3700,43,all
watch_just,43,3701,43,all
go_anyth,43,3702,43,all
anyth_jennif,43,3703,43,all
jennif_aniston,43,3704,43,all
aniston_great,43,3705,43,all
now_realli,43,3706,43,all
realli_homesick,43,3707,43,all
homesick_teari,43,3708,43,all
make_realli,43,3709,43,all
love_talk,43,3710,43,all
someth_togeth,43,3711,43,all
togeth_booksic,43,3712,43,all
also_notic,43,3713,43,all
notic_vabletron,43,3714,43,all
vabletron_pick,43,3715,43,all
pick_derbi,43,3716,43,all
derbi_winner,43,3717,43,all
winner_sorta,43,3718,43,all
sorta_show,43,3719,43,all
show_hors,43,3720,43,all
hors_boom,43,3721,43,all
realli_wanna,43,3722,43,all
frisbe_golfer,43,3723,43,all
golfer_carri,43,3724,43,all
carri_equip,43,3725,43,all
equip_bag,43,3726,43,all
bag_still,43,3727,43,all
still_hard,43,3728,43,all
take_serious,43,3729,43,all
regardless_still,43,3730,43,all
weird_entertain,43,3731,43,all
thank_tweet,43,3732,43,all
#mittromney_much,43,3733,43,all
need_#afghanistan,43,3734,43,all
#afghanistan_far,43,3735,43,all
far_take,43,3736,43,all
hand_countri,43,3737,43,all
put_lot,43,3738,43,all
tell_tweet,43,3739,43,all
friend_just,43,3740,43,all
keep_remind,43,3741,43,all
remind_stuff,43,3742,43,all
stuff_drink,43,3743,43,all
drink_make,43,3744,43,all
feel_wors,43,3745,43,all
wors_look,43,3746,43,all
look_friend,43,3747,43,all
friend_pictur,43,3748,43,all
pictur_haha,43,3749,43,all
hour_ago,43,3750,43,all
want_just,43,3751,43,all
get_team,43,3752,43,all
gingrich_look,43,3753,43,all
old_dentist,43,3754,43,all
dentist_pretti,43,3755,43,all
sure_fondl,43,3756,43,all
fondl_point,43,3757,43,all
like_give,43,3758,43,all
great_group,43,3759,43,all
thing_love,43,3760,43,all
plan_meet,43,3761,43,all
happi_im,43,3762,43,all
turnt_silver,43,3763,43,all
silver_spoon,43,3764,43,all
olc_northwest,43,3765,43,all
northwest_chapter,43,3766,43,all
chapter_confer,43,3767,43,all
confer_present,43,3768,43,all
present_lunch,43,3769,43,all
lunch_fine,43,3770,43,all
fine_tune,43,3771,43,all
tune_facebook,43,3772,43,all
believ_just,43,3773,43,all
just_met,43,3774,43,all
met_love,43,3775,43,all
bad_person,43,3776,43,all
transport_wound,43,3777,43,all
wound_civil,43,3778,43,all
war_soldier,43,3779,43,all
soldier_train,43,3780,43,all
train_involv,43,3781,43,all
involv_straw,43,3782,43,all
straw_bed,43,3783,43,all
bed_bunk,43,3784,43,all
bunk_boxcar,43,3785,43,all
boxcar_yike,43,3786,43,all
much_need,43,3787,43,all
save_money,43,3788,43,all
time_good,43,3789,43,all
good_fight,43,3790,43,all
get_first,43,3791,43,all
use_love,43,3792,43,all
use_us,43,3793,43,all
later_went,43,3794,43,all
felt_good,43,3795,43,all
pull_back,43,3796,43,all
told_quit,43,3797,43,all
like_fairi,43,3798,43,all
fairi_tale,43,3799,43,all
just_run,43,3800,43,all
much_larger,43,3801,43,all
larg_number,43,3802,43,all
made_first,43,3803,43,all
lime_juic,43,3804,43,all
bodi_water,43,3805,43,all
lie_bed,43,3806,43,all
work_week,43,3807,43,all
women_use,43,3808,43,all
pay_bill,43,3809,43,all
warn_happen,43,3810,43,all
unintend_consequ,43,3811,43,all
welcom_chang,43,3812,43,all
right_first,43,3813,43,all
father_daughter,43,3814,43,all
ted_strickland,43,3815,43,all
pension_benefit,43,3816,43,all
jeff_fisher,43,3817,43,all
page_document,43,3818,43,all
age_go,43,3819,43,all
palo_alto,43,3820,43,all
success_said,43,3821,43,all
taxpay_back,43,3822,43,all
back_bond,43,3823,43,all
percent_less,43,3824,43,all
research_center,43,3825,43,all
still_search,43,3826,43,all
said_earlier,43,3827,43,all
get_new,43,3828,43,all
spongebob_best,42,3829,42,all
shawn_michael,42,3830,42,all
michael_entranc,42,3831,42,all
entranc_alon,42,3832,42,all
alon_highlight,42,3833,42,all
highlight_#wrestlemania,42,3834,42,all
want_p,42,3835,42,all
dunkin_donut,42,3836,42,all
donut_soda,42,3837,42,all
soda_tri,42,3838,42,all
tri_dd,42,3839,42,all
dd_keep,42,3840,42,all
keep_forc,42,3841,42,all
forc_back,42,3842,42,all
first_love,42,3843,42,all
love_krispi,42,3844,42,all
krispi_kreme,42,3845,42,all
show_time,42,3846,42,all
back_game,42,3847,42,all
philadelphia_brand,42,3848,42,all
brand_iguodala,42,3849,42,all
iguodala_anoth,42,3850,42,all
anoth_option,42,3851,42,all
option_new,42,3852,42,all
orlean_okafor,42,3853,42,all
okafor_two,42,3854,42,all
two_first,42,3855,42,all
tonight_amaz,42,3856,42,all
simmon_charmer,42,3857,42,all
can_alreadi,42,3858,42,all
alreadi_tell,42,3859,42,all
go_horribl,42,3860,42,all
horribl_day,42,3861,42,all
mean_hallelujah,42,3862,42,all
hallelujah_cours,42,3863,42,all
told_agent,42,3864,42,all
agent_realli,42,3865,42,all
idea_proactiv,42,3866,42,all
show_tell,42,3867,42,all
tell_realli,42,3868,42,all
realli_look,42,3869,42,all
look_listen,42,3870,42,all
listen_learn,42,3871,42,all
exact_look,42,3872,42,all
think_may,42,3873,42,all
serious_jinxitud,42,3874,42,all
jinxitud_got,42,3875,42,all
read_diiz,42,3876,42,all
diiz_just,42,3877,42,all
wanna_say,42,3878,42,all
say_beauri,42,3879,42,all
beauri_matter,42,3880,42,all
matter_peopl,42,3881,42,all
say_maricarmen,42,3882,42,all
websit_align,42,3883,42,all
align_project,42,3884,42,all
project_begin,42,3885,42,all
today_work,42,3886,42,all
work_transpar,42,3887,42,all
transpar_www.clementinepress.com,42,3888,42,all
know_time,42,3889,42,all
time_bloodi,42,3890,42,all
mari_time,42,3891,42,all
come_join,42,3892,42,all
us_patio,42,3893,42,all
patio_littl,42,3894,42,all
littl_pick,42,3895,42,all
us_look,42,3896,42,all
workout_flow,42,3897,42,all
guy_love,42,3898,42,all
good_know,42,3899,42,all
thank_lot,42,3900,42,all
